task_KEY,update__staff_KEY,project_KEY,project__project_number,project__description,project__priority_KEY,project_template__project_template_id,project_template__project_template_id_sortable,engagement__client_KEY,client__client_id,client__client_id_sortable,client__description,engagement_KEY,completion_order,task_order_description,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_method_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,tracking_description_KEY,tracking_description__description,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,stored_budgeted_amount,calculated_budgeted_amount,target_start_date,target_complete_date,actual_start_date,actual_complete_date,target,completion_event,comments,task_template_KEY,solution_type_name,completion_event_recorded_date_utc,task_number,project_template_KEY,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,schedule_item_KEY,ready,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,description,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
418,61,25,10025,Payroll,999,VPPAYROLL,VPPAYROLL,14,29405385000,29405385000                              `,VistaVogue Outlets,97,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,117,3683HH,3683HH,"Hess, Helen",999,Completed,0,-50.18,True,0,0,44897,44928,44739,45007,,,,51,Other,44734.70282,407287,1572,50.18,7103.3,50.18,7103.3,0,0,-50.18,False,768068,False,"Hess, Helen",3683HH,True,Prepare,0,-7103.3,True
419,87,335,10335,Taxation,999,709,709,10,32626342500,32626342500                              `,SummitStone Financial,18,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,3,3,False,0,495,45397,45397,45299,,,,,31,2023 UltraTax CS,45279.87344,483831,139,0,0,0,0,0,0,3,False,948606,True,"Campos, Ciara",2505CC,True,Prepare,495,495,False
420,124,63,10063,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,26,25984038000,25984038000                              `,FutureFocus Group,101,5,5: Prepare,39,PREPARE,PREPARE,Preparation,1,111,3592AH,3592AH,"Hudson, Alec",997,Started,13.43,-19.48,True,2000.6,2014.5,45292,45292,45022,,,,,49,Other,44958.3962,436505,1571,32.91,4913.15,32.91,4913.15,0,0,-19.48,False,824828,False,"Hudson, Alec",3592AH,False,Prepare,2000.6,-2912.55,True
421,113,67,10067,Accounting,999,ACCOUNTING,ACCOUNTING,23,25616209500,25616209500                              `,BrightFutures Finance,94,7,7: ,,,,,,113,4545LB,4545LB,"Brock, Laurie",997,Started,2.45,-1.93,True,346,0,44928,44928,44947,,,,,55,Other,44647.13965,398349,1596,4.38,598.75,4.38,598.75,0,0,-1.93,False,756247,False,"Brock, Laurie",4545LB,False,,346,-252.75,True
422,71,69,10069,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,14,29405385000,29405385000                              `,VistaVogue Outlets,99,4,4: Bookmanange,50,BOOKMANANGE,BOOKMANANGE,Book management,1,71,4193AB,4193AB,"Beasley, Anya",997,Started,1.75,-0.6,True,525,612.5,45292,45292,45049,,,,,48,Other,44958.39263,436338,1571,2.35,822.5,2.35,822.5,0,0,-0.6,False,824587,False,"Beasley, Anya",4193AB,False,Bookmanange,525,-297.5,True
423,39,69,10069,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,14,29405385000,29405385000                              `,VistaVogue Outlets,99,5,5: Prepare,39,PREPARE,PREPARE,Preparation,1,24,3446AV,3446AV,"Valentine, Angel",997,Started,0.08,-0.95,True,12,8,45292,45292,45061,,,,,49,Other,44958.39263,436339,1571,1.03,169.95,1.03,169.95,0,0,-0.95,False,824588,False,"Valentine, Angel",3446AV,False,Prepare,12,-157.95,True
424,113,65,10065,Accounting,999,ACCOUNTING,ACCOUNTING,15,22633971000,22633971000                              `,EcoYield Solutions,85,7,7: ,,,,,,128,4789CM,4789CM,"Mccarthy, Cara",997,Started,1,-0.5,True,100,0,44928,44928,44936,,,,,55,Other,44647.13965,395805,1596,1.5,201.25,1.5,201.25,0,0,-0.5,False,753491,False,"Mccarthy, Cara",4789CM,False,,100,-101.25,True
425,153,341,10341,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",997,Started,3,-2,True,720,780,45366,45366,45328,,,,,14,2022 UltraTax CS,45230.34054,465990,59,5,625,5,625,0,0,-2,False,894244,True,"Lowe, Otis",4081OL,True,Prepare,780,155,False
426,87,54,10054,Taxation,999,1120S,1120S,19,26265427500,26265427500                              `,BrightHorizon Enterprises,10,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,0.75,-3.27,True,206.25,206.25,45000,45000,44972,,,,,19,2021 UltraTax CS,44895.61066,425561,106,4.02,696.6,4.02,696.6,0,0,-3.27,False,802240,False,"Ward, Jaime",4337JW,True,Review,206.25,-490.35,True
427,61,4,10004,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,0.15,False,150,195,41897,41897,41706,41758,,,,19,2012 UltraTax CS,41411.97296,11135,106,0.6,120,0.6,120,0,0,0.15,False,14915,False,"Mccoy, Ridwan",2247RM,True,Review,150,30,False
428,87,55,10055,Taxation,999,1120S,1120S,18,23344078500,23344078500                              `,BeaconBridge Banking,9,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,0.75,-0.59,True,225,225,45366,45366,45349,,,,,19,2023 UltraTax CS,45260.70595,481373,106,1.34,221.1,1.34,221.1,0,0,-0.59,False,945004,False,"Ward, Jaime",4337JW,True,Review,225,3.9,False
429,87,50,10050,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,0.75,-2.09,True,225,225,45366,45366,45341,,,,,19,2023 UltraTax CS,45260.70601,481379,106,2.84,468.6,2.84,468.6,0,0,-2.09,False,945012,False,"Ward, Jaime",4337JW,True,Review,225,-243.6,True
430,61,26,10026,Payroll,999,VPPAYROLL,VPPAYROLL,25,20616853500,20616853500                              `,PeakPinnacle Bank,89,4,4: Quarterly,53,QUARTERLY,QUARTERLY,Quarterly services,1,117,3683HH,3683HH,"Hess, Helen",999,Completed,0,-3.43,True,0,0,44897,44928,44761,45007,,,,52,Other,44739.91495,407337,1572,3.43,508.5,3.43,508.5,0,0,-3.43,False,768165,False,"Hess, Helen",3683HH,True,Quarterly,0,-508.5,True
431,61,26,10026,Payroll,999,VPPAYROLL,VPPAYROLL,25,20616853500,20616853500                              `,PeakPinnacle Bank,89,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,117,3683HH,3683HH,"Hess, Helen",999,Completed,0,-1.49,True,0,0,44897,44928,44739,45007,,,,51,Other,44739.91495,407334,1572,1.49,213.5,1.49,213.5,0,0,-1.49,False,768162,False,"Hess, Helen",3683HH,True,Prepare,0,-213.5,True
432,138,46,10046,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0.25,0.19,False,112.5,112.5,45000,45000,45231,,,,,20,2021 UltraTax CS,44895.59649,424245,106,0.06,7.5,0.06,7.5,0,0,0.19,False,800157,False,"Mccoy, Ridwan",2247RM,True,Other,112.5,105,False
433,61,36,10036,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.25,-0.25,True,85,85,43539,43539,43525,43646,,,,20,2018 UltraTax CS,43434.41313,210850,106,0.5,170,0.5,170,0,0,-0.25,False,437920,False,"Cook, Milo",3321MC,True,Other,85,-85,True
434,61,44,10044,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.25,-0.5,True,83.75,83.75,43174,43174,43147,43465,,,,20,2015 UltraTax CS,43069.5364,171951,106,0.75,251.25,0.75,251.25,0,0,-0.5,False,364112,False,"Cook, Milo",3321MC,True,Other,83.75,-167.5,True
435,61,36,10036,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.75,-0.25,True,255,255,43539,43539,43507,43646,,,,19,2018 UltraTax CS,43434.41313,210849,106,1,170,1,170,0,0,-0.25,False,437919,False,"Cook, Milo",3321MC,True,Review,255,85,False
436,61,44,10044,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.75,-1.5,True,251.25,251.25,43174,43174,43140,43465,,,,19,2015 UltraTax CS,43069.5364,171950,106,2.25,352.5,2.25,352.5,0,0,-1.5,False,364111,False,"Cook, Milo",3321MC,True,Review,251.25,-101.25,True
437,131,60,10060,Payroll,999,VPPAYROLL,VPPAYROLL,14,29405385000,29405385000                              `,VistaVogue Outlets,97,4,4: Quarterly,53,QUARTERLY,QUARTERLY,Quarterly services,1,117,3683HH,3683HH,"Hess, Helen",997,Started,1.55,0.33,False,263.5,263.5,45261,45292,45027,,,,,52,Other,44958.54067,443157,1572,1.22,186.7,1.22,186.7,0,0,0.33,False,835196,False,"Hess, Helen",3683HH,False,Quarterly,263.5,76.8,False
438,63,189,10189,Quickbooks Setup,999,ACCOUNTING,ACCOUNTING,23,25616209500,25616209500                              `,BrightFutures Finance,75,10,10: ,,,,,,63,4463AP,4463AP,"Phelps, Adele",998,Cancelled,0,-0.17,True,0,0,44561,44561,44257,,,,,56,Other,44248.14788,332318,1596,0.17,23.8,0.17,23.8,0,0,-0.17,False,660355,False,"Phelps, Adele",4463AP,True,,0,-23.8,True
439,133,60,10060,Payroll,999,VPPAYROLL,VPPAYROLL,14,29405385000,29405385000                              `,VistaVogue Outlets,97,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,117,3683HH,3683HH,"Hess, Helen",997,Started,34.82,17.42,False,5132,5919.4,45261,45292,45013,,,,,51,Other,44958.54067,443154,1572,17.4,2474.25,17.4,2474.25,0,0,17.42,False,835193,True,"Hess, Helen",3683HH,False,Prepare,5132,2657.75,False
440,61,40,10040,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.25,-0.5,True,75,75,42444,42444,42450,42520,,,,20,2013 UltraTax CS,42270.87353,84681,106,0.75,225,0.75,225,0,0,-0.5,False,162711,False,"Cook, Milo",3321MC,True,Other,75,-150,True
441,87,48,10048,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0.25,-0.32,True,112.5,125,45366,45366,45329,,,,,20,2022 UltraTax CS,45260.66329,477738,106,0.57,94.05,0.57,94.05,0,0,-0.32,False,940149,False,"Mccoy, Ridwan",2247RM,True,Other,125,30.95,False
442,61,42,10042,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.75,-1.55,True,213.75,213.75,43174,43174,43142,43465,,,,19,2015 UltraTax CS,43069.50773,169320,106,2.3,460,2.3,460,0,0,-1.55,False,360595,False,"Mccoy, Ridwan",2247RM,True,Review,213.75,-246.25,True
443,61,40,10040,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.75,0,False,225,225,42444,42444,42450,42520,,,,19,2013 UltraTax CS,42270.87353,84680,106,0.75,225,0.75,225,0,0,0,False,162710,False,"Cook, Milo",3321MC,True,Review,225,0,False
444,61,19,10019,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,14,29405385000,29405385000                              `,VistaVogue Outlets,99,4,4: Bookmanange,50,BOOKMANANGE,BOOKMANANGE,Book management,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,0,-1.75,True,0,0,44928,44928,44699,45007,,,,48,Other,44647.11661,393079,1571,1.75,525,1.75,525,0,0,-1.75,False,750430,False,"Beasley, Anya",4193AB,False,Bookmanange,0,-525,True
445,61,19,10019,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,14,29405385000,29405385000                              `,VistaVogue Outlets,99,5,5: Prepare,39,PREPARE,PREPARE,Preparation,1,24,3446AV,3446AV,"Valentine, Angel",999,Completed,17.38,17.3,False,2133.93,1738,44928,44928,44896,45007,,,,49,Other,44647.11661,393080,1571,0.08,12,0.08,12,0,0,17.3,False,750431,False,"Valentine, Angel",3446AV,False,Prepare,2133.93,2121.93,False
446,126,64,10064,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,26,25984038000,25984038000                              `,FutureFocus Group,101,5,5: Prepare,39,PREPARE,PREPARE,Preparation,1,111,3592AH,3592AH,"Hudson, Alec",997,Started,32.66,28.14,False,4875.65,5062.3,45657,45657,45327,,,,,49,Other,45324.00291,495166,1571,4.52,678,4.52,678,0,0,28.14,False,986602,False,"Hudson, Alec",3592AH,False,Prepare,4875.65,4197.65,False
447,87,49,10049,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0.25,-1.45,True,112.5,125,45366,45366,45322,,,,,20,2022 UltraTax CS,45260.66525,477906,106,1.7,280.5,1.7,280.5,0,0,-1.45,False,940373,False,"Mccoy, Ridwan",2247RM,True,Other,125,-155.5,True
448,146,53,10053,Taxation,999,1120S,1120S,18,23344078500,23344078500                              `,BeaconBridge Banking,9,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,0.25,0.16,False,38.75,38.75,45000,45000,45232,,,,,20,2021 UltraTax CS,44895.61064,425559,106,0.09,14.4,0.09,14.4,0,0,0.16,False,802237,False,"Campos, Ciara",2505CC,True,Other,38.75,24.35,False
449,150,348,10348,Taxation,999,1065,1065,24,24744118500,24744118500                              `,NextGen Wealth Management,11,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,104,3121OT,3121OT,"Tran, Osian",997,Started,3,1.15,False,375,375,45366,45366,45344,,,,,14,2022 UltraTax CS,45231.70747,469118,59,1.85,278.5,1.85,278.5,0,0,1.15,False,909255,True,"Tran, Osian",3121OT,True,Prepare,375,96.5,False
450,93,62,10062,Payroll,999,VPPAYROLL,VPPAYROLL,14,29405385000,29405385000                              `,VistaVogue Outlets,97,4,4: Quarterly,53,QUARTERLY,QUARTERLY,Quarterly services,1,117,3683HH,3683HH,"Hess, Helen",997,Started,1.22,1.12,False,186.7,213.5,45628,45656,45361,,,,,52,Other,45324.70479,501060,1572,0.1,14,0.1,14,0,0,1.12,False,1007707,False,"Hess, Helen",3683HH,False,Quarterly,186.7,172.7,False
451,61,20,10020,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,26,25984038000,25984038000                              `,FutureFocus Group,101,1,1: Reconcile,52,RECONCILE,RECONCILE,Reconciliation,1,124,3024BC,3024BC,"Chapman, Beau",999,Completed,1.75,-1.58,True,201.25,262.5,44928,44928,44659,45007,,,,46,Creative Solutions Accounting,44647.11661,393166,1571,3.33,447,3.33,447,0,0,-1.58,False,750526,False,"Chapman, Beau",3024BC,False,Reconcile,201.25,-245.75,True
452,117,62,10062,Payroll,999,VPPAYROLL,VPPAYROLL,14,29405385000,29405385000                              `,VistaVogue Outlets,97,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,117,3683HH,3683HH,"Hess, Helen",997,Started,16.66,10.64,False,2379.2,2915.5,45628,45656,45334,,,,,51,Other,45324.70479,501057,1572,6.02,1027.05,6.02,1027.05,0,0,10.64,False,1007704,True,"Hess, Helen",3683HH,False,Prepare,2379.2,1352.15,False
453,61,20,10020,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,26,25984038000,25984038000                              `,FutureFocus Group,101,5,5: Prepare,39,PREPARE,PREPARE,Preparation,1,111,3592AH,3592AH,"Hudson, Alec",999,Completed,17.44,-0.33,True,2269,2616,44928,44928,44648,45007,,,,49,Other,44647.11661,393170,1571,17.77,2672.05,17.77,2672.05,0,0,-0.33,False,750530,False,"Hudson, Alec",3592AH,False,Prepare,2269,-403.05,True
454,70,51,10051,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0.25,-0.75,True,100,100,45000,45000,44974,,,,,20,2021 UltraTax CS,44895.60059,424584,106,1,450,1,450,0,0,-0.75,False,800757,False,"Cook, Milo",3321MC,True,Other,100,-350,True
455,146,45,10045,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0.25,0.16,False,112.5,112.5,45000,45000,45232,,,,,20,2021 UltraTax CS,44895.59485,424068,106,0.09,14.4,0.09,14.4,0,0,0.16,False,799917,False,"Mccoy, Ridwan",2247RM,True,Other,112.5,98.1,False
456,44,359,10359,Taxation,999,1065,1065,16,21747927000,21747927000                              `,ClearCut Calculations,23,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,84,4380LH,4380LH,"Heath, Luis",997,Started,3,-7.38,True,555,555,45000,45000,44953,,,,,14,2021 UltraTax CS,44865.35584,418282,59,10.38,1695.8,10.38,1695.8,0,0,-7.38,False,783909,True,"Heath, Luis",4380LH,True,Prepare,555,-1140.8,True
457,71,358,10358,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,107,3746HM,3746HM,"Mclean, Haydn",997,Started,3,-4.98,True,390,390,45000,45000,44960,,,,,14,2021 UltraTax CS,44865.34799,417268,59,7.98,962.65,7.98,962.65,0,0,-4.98,False,782557,True,"Mclean, Haydn",3746HM,True,Prepare,390,-572.65,True
458,61,324,10324,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,3,-0.85,True,780,780,42475,42475,42425,42520,,,,14,2015 UltraTax CS,42369.48012,99174,59,3.85,547,3.85,547,0,0,-0.85,False,201159,False,"Mccoy, Ridwan",2247RM,True,Prepare,780,233,False
459,140,356,10356,Taxation,999,1065,1065,22,22422573000,22422573000                              `,InfinityItems Retail,8,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,128,4789CM,4789CM,"Mccarthy, Cara",997,Started,3,2.25,False,450,450,45000,45000,44953,,,,,14,2021 UltraTax CS,44865.37042,420205,59,0.75,106.25,0.75,106.25,0,0,2.25,False,786473,True,"Mccarthy, Cara",4789CM,True,Prepare,450,343.75,False
460,61,308,10308,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,3,-1.2,True,540,540,42475,42475,42467,42520,,,,8,2015 UltraTax CS,42338.37024,88464,56,4.2,420,4.2,420,0,0,-1.2,False,173603,False,"Beasley, Anya",4193AB,True,Prepare,540,120,False
461,61,312,10312,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",999,Completed,3,-0.25,True,630,630,43570,43570,43496,43646,,,,8,2017 UltraTax CS,43404.60546,199921,56,3.25,520,3.25,520,0,0,-0.25,False,420802,False,"Beasley, Anya",4193AB,True,Prepare,630,110,False
462,61,310,10310,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,3,-2.65,True,420,420,42475,42475,42440,42520,,,,8,2015 UltraTax CS,42338.4456,89136,56,5.65,755,5.65,755,0,0,-2.65,False,177215,False,"Lowe, Otis",4081OL,True,Prepare,420,-335,True
463,87,48,10048,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0.75,-0.54,True,375,375,45366,45366,45350,,,,,19,2022 UltraTax CS,45260.66329,477737,106,1.29,212.85,1.29,212.85,0,0,-0.54,False,940148,False,"Mccoy, Ridwan",2247RM,True,Review,375,162.15,False
464,61,31,10031,Payroll,999,1099,1099,13,28361139000,28361139000                              `,PrimePulse Accountancy,69,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,107,3746HM,3746HM,"Mclean, Haydn",999,Completed,3,2.5,False,390,390,43496,43496,43445,43505,,,,29,Creative Solutions Accounting,43434.42539,211790,145,0.5,65,0.5,65,0,0,2.5,False,439174,False,"Mclean, Haydn",3746HM,True,Prepare,390,325,False
465,143,352,10352,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",997,Started,3,-2.54,True,675,675,45000,45000,44959,,,,,14,2021 UltraTax CS,44865.33889,416086,59,5.54,684,5.54,684,0,0,-2.54,False,780981,True,"Lowe, Otis",4081OL,True,Prepare,675,-9,True
466,138,47,10047,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,0.25,0.17,False,38.75,38.75,45000,45000,45231,,,,,20,2021 UltraTax CS,44895.61068,425565,106,0.08,10,0.08,10,0,0,0.17,False,802245,False,"Campos, Ciara",2505CC,True,Other,38.75,28.75,False
467,61,19,10019,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,14,29405385000,29405385000                              `,VistaVogue Outlets,99,12,12: Onboarding,54,ONBOARDING,ONBOARDING,Onboarding,1,106,4464HJ,4464HJ,"Jarvis, Hafsah",999,Completed,0,-0.5,True,0,0,44928,44928,44697,45007,,,,60,Other,44647.11661,393085,1571,0.5,62.5,0.5,62.5,0,0,-0.5,False,750436,False,"Jarvis, Hafsah",4464HJ,False,Onboarding,0,-62.5,True
468,87,47,10047,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,0.75,-2.02,True,206.25,206.25,45000,45000,44973,,,,,19,2021 UltraTax CS,44895.61068,425564,106,2.77,477.85,2.77,477.85,0,0,-2.02,False,802244,False,"Ward, Jaime",4337JW,True,Review,206.25,-271.6,True
469,143,351,10351,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,3,-0.01,True,1200,1350,45000,45000,44956,,,,,14,2021 UltraTax CS,44865.33868,416059,59,3.01,375.25,3.01,375.25,0,0,-0.01,False,780945,True,"Mccoy, Ridwan",2247RM,True,Prepare,1350,974.75,False
470,61,326,10326,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,3,0,False,510,510,43539,43539,43493,43646,,,,14,2017 UltraTax CS,43404.62934,201682,59,3,460,3,460,0,0,0,False,423216,False,"Lowe, Otis",4081OL,True,Prepare,510,50,False
